fq_name,class,decorator,function,unknown,total
AdminServer.appscale.admin.base_handler.BaseHandler.get_users_projects,0,0,1,0,1
AdminServer.appscale.admin.constants.CustomHTTPError.__init__,1,0,0,0,1
AdminServer.appscale.admin.controller_state.ControllerState.__init__,1,0,0,0,1
AdminServer.appscale.admin.iam.ServiceAccount.__init__,1,0,0,0,1
AdminServer.appscale.admin.iam.ServiceAccount.from_json,0,0,1,0,1
AdminServer.appscale.admin.iam.ServiceAccount.json_repr,0,0,1,0,1
AdminServer.appscale.admin.instance_manager.instance_manager.InstanceManager._add_routing,0,0,1,0,1
AdminServer.appscale.admin.instance_manager.instance_manager.InstanceManager._assignments_from_state,0,0,1,0,1
AdminServer.appscale.admin.instance_manager.instance_manager.InstanceManager._clean_old_sources,0,0,1,0,1
AdminServer.appscale.admin.instance_manager.instance_manager.InstanceManager._enforce_instance_details,0,0,1,0,1
AdminServer.appscale.admin.instance_manager.instance_manager.InstanceManager._ensure_api_server,0,0,1,0,1
AdminServer.appscale.admin.instance_manager.instance_manager.InstanceManager._fulfill_assignments,0,0,1,0,1
AdminServer.appscale.admin.instance_manager.instance_manager.InstanceManager._get_lowest_port,0,0,1,0,1
AdminServer.appscale.admin.instance_manager.instance_manager.InstanceManager._instance_healthy,0,0,1,0,1
AdminServer.appscale.admin.instance_manager.instance_manager.InstanceManager._instance_service_name,0,0,1,0,1
AdminServer.appscale.admin.instance_manager.instance_manager.InstanceManager._recover_state,0,0,1,0,1
AdminServer.appscale.admin.instance_manager.instance_manager.InstanceManager._restart_unavailable_instances,0,0,1,0,1
AdminServer.appscale.admin.instance_manager.instance_manager.InstanceManager._restart_unrouted_instances,0,0,1,0,1
AdminServer.appscale.admin.instance_manager.instance_manager.InstanceManager._start_instance,0,0,1,0,1
AdminServer.appscale.admin.instance_manager.instance_manager.InstanceManager._stop_app_instance,0,0,1,0,1
AdminServer.appscale.admin.instance_manager.instance_manager.InstanceManager._wait_for_app,0,0,1,0,1
AdminServer.appscale.admin.instance_manager.projects_manager.Event.__init__,1,0,0,0,1
AdminServer.appscale.admin.instance_manager.projects_manager.GlobalProjectsManager.publish,0,0,1,0,1
AdminServer.appscale.admin.instance_manager.projects_manager.GlobalProjectsManager.update_projects,0,0,1,0,1
AdminServer.appscale.admin.instance_manager.projects_manager.Project.__init__,1,0,0,0,1
AdminServer.appscale.admin.instance_manager.projects_manager.Project.update_services,0,0,1,0,1
AdminServer.appscale.admin.instance_manager.projects_manager.ProjectService.__init__,1,0,0,0,1
AdminServer.appscale.admin.instance_manager.projects_manager.ProjectService.update_versions,0,0,1,0,1
AdminServer.appscale.admin.instance_manager.projects_manager.Version.__init__,1,0,0,0,1
AdminServer.appscale.admin.instance_manager.projects_manager.Version.update_version,0,0,1,0,1
AdminServer.appscale.admin.instance_manager.routing_client.RoutingClient.register_instance,0,0,1,0,1
AdminServer.appscale.admin.instance_manager.routing_client.RoutingClient.unregister_instance,0,0,1,0,1
AdminServer.appscale.admin.instance_manager.source_manager.SourceManager.ensure_source,0,0,1,0,1
AdminServer.appscale.admin.instance_manager.source_manager.SourceManager.fetch_archive,0,0,1,0,1
AdminServer.appscale.admin.instance_manager.source_manager.SourceManager.prepare_source,0,0,1,0,1
AdminServer.appscale.admin.instance_manager.source_manager.SourceManager.register_as_hoster,0,0,1,0,1
AdminServer.appscale.admin.instance_manager.source_manager.SourceManager.update_secret,0,0,1,0,1
AdminServer.appscale.admin.instance_manager.utils.copy_files_matching_pattern,0,0,1,0,1
AdminServer.appscale.admin.instance_manager.utils.copy_modified_jars,0,0,1,0,1
AdminServer.appscale.admin.instance_manager.utils.find_web_inf,0,0,1,0,1
AdminServer.appscale.admin.instance_manager.utils.remove_conflicting_jars,0,0,1,0,1
AdminServer.appscale.admin.operation.CreateVersionOperation.__init__,1,0,0,0,1
AdminServer.appscale.admin.operation.DeleteServiceOperation.__init__,1,0,0,0,1
AdminServer.appscale.admin.operation.DeleteVersionOperation.__init__,1,0,0,0,1
AdminServer.appscale.admin.operation.Operation.__init__,0,0,1,0,1
AdminServer.appscale.admin.operation.Operation.rest_repr,0,0,1,0,1
AdminServer.appscale.admin.operation.UpdateApplicationOperation.__init__,1,0,0,0,1
AdminServer.appscale.admin.operation.UpdateApplicationOperation.finish,0,0,1,0,1
AdminServer.appscale.admin.operation.UpdateVersionOperation.__init__,1,0,0,0,1
AdminServer.appscale.admin.operations_cache.OperationsCache.__init__,1,0,0,0,1
AdminServer.appscale.admin.push_worker_manager.GlobalPushWorkerManager.__init__,1,0,0,0,1
AdminServer.appscale.admin.push_worker_manager.ProjectPushWorkerManager.__init__,1,0,0,0,1
AdminServer.appscale.admin.push_worker_manager.ProjectPushWorkerManager._write_worker_configuration,0,0,1,0,1
AdminServer.appscale.admin.resource_validator._resolver,0,0,1,0,1
AdminServer.appscale.admin.resource_validator._schema,0,0,1,0,1
AdminServer.appscale.admin.resource_validator._schema_filename,0,0,1,0,1
AdminServer.appscale.admin.resource_validator.validate_resource,0,0,1,0,1
AdminServer.appscale.admin.routing.haproxy.HAProxy._reload,0,0,1,0,1
AdminServer.appscale.admin.routing.haproxy.HAProxy._stop,0,0,1,0,1
AdminServer.appscale.admin.routing.routing_manager.RoutingManager.__init__,1,0,0,0,1
AdminServer.appscale.admin.routing.routing_manager.RoutingManager._create_service_watch,0,0,1,0,1
AdminServer.appscale.admin.routing.routing_manager.RoutingManager.start,0,0,1,0,1
AdminServer.appscale.admin.routing.routing_manager.VersionRoutingManager.__init__,1,0,0,0,1
AdminServer.appscale.admin.routing.routing_manager.VersionRoutingManager._update_version_block,0,0,1,0,1
AdminServer.appscale.admin.service_manager.SearchServiceFunctions.__init__,1,0,0,0,1
AdminServer.appscale.admin.service_manager.ServerManager.__init__,1,0,0,0,1
AdminServer.appscale.admin.service_manager.ServerManager._cleanup,0,0,1,0,1
AdminServer.appscale.admin.service_manager.ServerManager._wait_for_service,0,0,1,0,1
AdminServer.appscale.admin.service_manager.ServerManager.from_pid,0,0,1,0,1
AdminServer.appscale.admin.service_manager.ServerManager.start,0,0,1,0,1
AdminServer.appscale.admin.service_manager.ServerManager.stop,0,0,1,0,1
AdminServer.appscale.admin.service_manager.Service.__init__,1,0,0,0,1
AdminServer.appscale.admin.service_manager.Service.default_count,0,0,1,0,1
AdminServer.appscale.admin.service_manager.ServiceManager.__init__,1,0,0,0,1
AdminServer.appscale.admin.service_manager.ServiceManager._get_open_port,0,0,1,0,1
AdminServer.appscale.admin.service_manager.ServiceManager._groom_servers,0,0,1,0,1
AdminServer.appscale.admin.service_manager.ServiceManager._schedule_service,0,0,1,0,1
AdminServer.appscale.admin.service_manager.ServiceManager.get_state,0,0,1,0,1
AdminServer.appscale.admin.service_manager.ServiceManager.start,0,0,1,0,1
AdminServer.appscale.admin.service_manager.pids_in_slice,0,0,1,0,1
AdminServer.appscale.admin.service_manager.slice_path,0,0,1,0,1
AdminServer.appscale.admin.stop_services.stop_services,0,0,1,0,1
AdminServer.appscale.admin.summary.get_services,0,0,1,0,1
AdminServer.appscale.admin.utils._ValidateNotIpV4Address,0,0,1,0,1
AdminServer.appscale.admin.utils._constant_time_compare,0,0,1,0,1
AdminServer.appscale.admin.utils.apply_mask_to_version,0,0,1,0,1
AdminServer.appscale.admin.utils.assert_fields_in_resource,0,0,1,0,1
AdminServer.appscale.admin.utils.assign_ports,0,0,1,0,1
AdminServer.appscale.admin.utils.assigned_locations,0,0,1,0,1
AdminServer.appscale.admin.utils.canonical_path,0,0,1,0,1
AdminServer.appscale.admin.utils.cron_from_dict,0,0,1,0,1
AdminServer.appscale.admin.utils.ensure_path,0,0,1,0,1
AdminServer.appscale.admin.utils.port_is_open,0,0,1,0,1
AdminServer.appscale.admin.utils.queues_from_dict,0,0,1,0,1
AdminServer.appscale.admin.utils.remove_old_archives,0,0,1,0,1
AdminServer.appscale.admin.utils.rename_source_archive,0,0,1,0,1
AdminServer.appscale.admin.utils.routing_rules_from_dict,0,0,1,0,1
AdminServer.appscale.admin.utils.valid_link,0,0,1,0,1
AdminServer.appscale.admin.utils.validate_job,0,0,1,0,1
AdminServer.appscale.admin.utils.validate_queue,0,0,1,0,1
AdminServer.appscale.admin.utils.validate_routing_rule,0,0,1,0,1
AdminServer.appscale.admin.utils.version_contains_field,0,0,1,0,1
AdminServer.tests.test_service_manager.fake_response,0,0,1,0,1
AppController.scripts.ejabberd_auth.EjabberdInputError.__init__,1,0,0,0,1
AppController.scripts.ejabberd_auth.auth,0,0,1,0,1
AppController.scripts.ejabberd_auth.ejabberd_in,0,0,1,0,1
AppController.scripts.ejabberd_auth.ejabberd_out,0,0,1,0,1
AppController.scripts.ejabberd_auth.genanswer,0,0,1,0,1
AppController.scripts.ejabberd_auth.isuser,0,0,1,0,1
AppController.scripts.ejabberd_auth.log_result,0,0,1,0,1
AppControllerClient.appscale.appcontroller_client.AppControllerClient.call,0,0,1,0,1
AppDB.appscale.datastore.fdb.cache.current_metadata_version,0,0,1,0,1
AppDB.appscale.datastore.fdb.cache.ensure_metadata_key,0,0,1,0,1
AppDB.appscale.datastore.fdb.codecs.Bytes._find_terminator,0,0,1,0,1
AppDB.appscale.datastore.fdb.codecs.Bytes.decode,0,0,1,0,1
AppDB.appscale.datastore.fdb.codecs.Bytes.encode,0,0,1,0,1
AppDB.appscale.datastore.fdb.codecs.Double.decode,0,0,1,0,1
AppDB.appscale.datastore.fdb.codecs.Double.encode,0,0,1,0,1
AppDB.appscale.datastore.fdb.codecs.Int64.decode,0,0,1,0,1
AppDB.appscale.datastore.fdb.codecs.Int64.encode,0,0,1,0,1
AppDB.appscale.datastore.fdb.codecs.Int64.encode_bare,0,0,1,0,1
AppDB.appscale.datastore.fdb.codecs.Path.decode,0,0,1,0,1
AppDB.appscale.datastore.fdb.codecs.Path.encode_element,0,0,1,0,1
AppDB.appscale.datastore.fdb.codecs.Path.encode_id_or_name,0,0,1,0,1
AppDB.appscale.datastore.fdb.codecs.Path.flatten,0,0,1,0,1
AppDB.appscale.datastore.fdb.codecs.Path.pack,0,0,1,0,1
AppDB.appscale.datastore.fdb.codecs.Path.unpack,0,0,1,0,1
AppDB.appscale.datastore.fdb.codecs.Point.decode,0,0,1,0,1
AppDB.appscale.datastore.fdb.codecs.Point.encode,0,0,1,0,1
AppDB.appscale.datastore.fdb.codecs.Reference.decode,0,0,1,0,1
AppDB.appscale.datastore.fdb.codecs.Reference.encode,0,0,1,0,1
AppDB.appscale.datastore.fdb.codecs.Text.decode,0,0,1,0,1
AppDB.appscale.datastore.fdb.codecs.Text.encode,0,0,1,0,1
AppDB.appscale.datastore.fdb.codecs.User.decode,0,0,1,0,1
AppDB.appscale.datastore.fdb.codecs.User.encode,0,0,1,0,1
AppDB.appscale.datastore.fdb.codecs.decode_str,0,0,1,0,1
AppDB.appscale.datastore.fdb.codecs.encode_marker,0,0,1,0,1
AppDB.appscale.datastore.fdb.codecs.reverse_bits,0,0,1,0,1
AppDB.appscale.datastore.fdb.composite_indexes.CompositeIndexManager._get_directory,0,0,1,0,1
AppDB.appscale.datastore.fdb.composite_indexes.CompositeIndexManager._indexes_for_kind,0,0,1,0,1
AppDB.appscale.datastore.fdb.composite_indexes.CompositeIndexManager._mark_schema_change,0,0,1,0,1
AppDB.appscale.datastore.fdb.composite_indexes.CompositeIndexManager.get_definitions,0,0,1,0,1
AppDB.appscale.datastore.fdb.composite_indexes.CompositeIndexManager.update_composite_index,0,0,1,0,1
AppDB.appscale.datastore.fdb.composite_indexes.IndexMetadataDirectory.__init__,1,0,0,0,1
AppDB.appscale.datastore.fdb.composite_indexes.IndexMetadataDirectory.directory_path,0,0,1,0,1
AppDB.appscale.datastore.fdb.composite_indexes.IndexMetadataDirectory.encode_key,0,0,1,0,1
AppDB.appscale.datastore.fdb.data.DataManager._data_ns,0,0,1,0,1
AppDB.appscale.datastore.fdb.data.DataManager._data_ns_from_key,0,0,1,0,1
AppDB.appscale.datastore.fdb.data.DataManager._group_updates_ns,0,0,1,0,1
AppDB.appscale.datastore.fdb.data.DataManager._last_version,0,0,1,0,1
AppDB.appscale.datastore.fdb.data.DataManager.get_version_from_path,0,0,1,0,1
AppDB.appscale.datastore.fdb.data.DataNamespace.__init__,1,0,0,0,1
AppDB.appscale.datastore.fdb.data.DataNamespace._encode_path_prefix,0,0,1,0,1
AppDB.appscale.datastore.fdb.data.DataNamespace.directory_path,0,0,1,0,1
AppDB.appscale.datastore.fdb.data.DataNamespace.encode_key,0,0,1,0,1
AppDB.appscale.datastore.fdb.data.GroupUpdatesNS.__init__,1,0,0,0,1
AppDB.appscale.datastore.fdb.data.GroupUpdatesNS.directory_path,0,0,1,0,1
AppDB.appscale.datastore.fdb.data.GroupUpdatesNS.encode_key,0,0,1,0,1
AppDB.appscale.datastore.fdb.data.VersionEntry.__init__,1,0,0,0,1
AppDB.appscale.datastore.fdb.fdb_datastore.FDBDatastore._apply_mutations,0,0,1,0,1
AppDB.appscale.datastore.fdb.fdb_datastore.FDBDatastore._auto_id,0,0,1,0,1
AppDB.appscale.datastore.fdb.fdb_datastore.FDBDatastore._collapse_mutations,0,0,1,0,1
AppDB.appscale.datastore.fdb.fdb_datastore.FDBDatastore._collapsible_id,0,0,1,0,1
AppDB.appscale.datastore.fdb.fdb_datastore.FDBDatastore._delete,0,0,1,0,1
AppDB.appscale.datastore.fdb.fdb_datastore.FDBDatastore._enforce_max_groups,0,0,1,0,1
AppDB.appscale.datastore.fdb.fdb_datastore.FDBDatastore._filter_version,0,0,1,0,1
AppDB.appscale.datastore.fdb.fdb_datastore.FDBDatastore._upsert,0,0,1,0,1
AppDB.appscale.datastore.fdb.fdb_datastore.FDBDatastore.allocate_max,0,0,1,0,1
AppDB.appscale.datastore.fdb.fdb_datastore.FDBDatastore.allocate_size,0,0,1,0,1
AppDB.appscale.datastore.fdb.fdb_datastore.FDBDatastore.apply_txn_changes,0,0,1,0,1
AppDB.appscale.datastore.fdb.fdb_datastore.FDBDatastore.dynamic_delete,0,0,1,0,1
AppDB.appscale.datastore.fdb.fdb_datastore.FDBDatastore.dynamic_put,0,0,1,0,1
AppDB.appscale.datastore.fdb.gc.DeletedVersionEntry.__init__,1,0,0,0,1
AppDB.appscale.datastore.fdb.gc.DeletedVersionIndex.__init__,1,0,0,0,1
AppDB.appscale.datastore.fdb.gc.DeletedVersionIndex.directory_path,0,0,1,0,1
AppDB.appscale.datastore.fdb.gc.GarbageCollector._del_version_index,0,0,1,0,1
AppDB.appscale.datastore.fdb.gc.GarbageCollector._groom_deleted_versions,0,0,1,0,1
AppDB.appscale.datastore.fdb.gc.GarbageCollector._groom_expired_transactions,0,0,1,0,1
AppDB.appscale.datastore.fdb.gc.GarbageCollector._groom_range,0,0,1,0,1
AppDB.appscale.datastore.fdb.gc.GarbageCollector._hard_delete,0,0,1,0,1
AppDB.appscale.datastore.fdb.gc.GarbageCollector._next_batch,0,0,1,0,1
AppDB.appscale.datastore.fdb.gc.GarbageCollector._next_namespace,0,0,1,0,1
AppDB.appscale.datastore.fdb.gc.GarbageCollector._next_project_ns,0,0,1,0,1
AppDB.appscale.datastore.fdb.gc.GarbageCollector._process_queue,0,0,1,0,1
AppDB.appscale.datastore.fdb.gc.GarbageCollector._safe_read_dir,0,0,1,0,1
AppDB.appscale.datastore.fdb.gc.GarbageCollector._safe_read_dir_from_key,0,0,1,0,1
AppDB.appscale.datastore.fdb.gc.SafeReadDir.__init__,1,0,0,0,1
AppDB.appscale.datastore.fdb.gc.SafeReadDir.directory_path,0,0,1,0,1
AppDB.appscale.datastore.fdb.index_directories.CompositeEntry.__init__,1,0,0,0,1
AppDB.appscale.datastore.fdb.index_directories.CompositeIndex.encode_key,0,0,1,0,1
AppDB.appscale.datastore.fdb.index_directories.Index.__init__,0,0,1,0,1
AppDB.appscale.datastore.fdb.index_directories.IndexEntry.__init__,1,0,1,0,1
AppDB.appscale.datastore.fdb.index_directories.IndexSlice.__init__,1,0,0,0,1
AppDB.appscale.datastore.fdb.index_directories.IndexSlice._prop_details,0,0,1,0,1
AppDB.appscale.datastore.fdb.index_directories.IndexSlice._set_start,0,0,1,0,1
AppDB.appscale.datastore.fdb.index_directories.IndexSlice._set_stop,0,0,1,0,1
AppDB.appscale.datastore.fdb.index_directories.IndexSlice._update_parts,0,0,1,0,1
AppDB.appscale.datastore.fdb.index_directories.IndexSlice.apply_cursor,0,0,1,0,1
AppDB.appscale.datastore.fdb.index_directories.IndexSlice.apply_path_filter,0,0,1,0,1
AppDB.appscale.datastore.fdb.index_directories.IndexSlice.apply_prop_filter,0,0,1,0,1
AppDB.appscale.datastore.fdb.index_directories.IndexSlice.set_ancestor,0,0,1,0,1
AppDB.appscale.datastore.fdb.index_directories.PropertyEntry.__init__,1,0,0,0,1
AppDB.appscale.datastore.fdb.indexes.FilterProperty.__init__,1,0,0,0,1
AppDB.appscale.datastore.fdb.indexes.IndexIterator.__init__,1,0,0,0,1
AppDB.appscale.datastore.fdb.indexes.IndexIterator._usable,0,0,1,0,1
AppDB.appscale.datastore.fdb.indexes.IndexIterator.next_page,0,0,1,0,1
AppDB.appscale.datastore.fdb.indexes.IndexManager._composite_index,0,0,1,0,1
AppDB.appscale.datastore.fdb.indexes.IndexManager._get_index_keys,0,0,1,0,1
AppDB.appscale.datastore.fdb.indexes.IndexManager._get_indexes,0,0,1,0,1
AppDB.appscale.datastore.fdb.indexes.IndexManager._get_perfect_index,0,0,1,0,1
AppDB.appscale.datastore.fdb.indexes.IndexManager._index_details,0,0,1,0,1
AppDB.appscale.datastore.fdb.indexes.IndexManager._kind_index,0,0,1,0,1
AppDB.appscale.datastore.fdb.indexes.IndexManager._kindless_index,0,0,1,0,1
AppDB.appscale.datastore.fdb.indexes.IndexManager._single_prop_index,0,0,1,0,1
AppDB.appscale.datastore.fdb.indexes.IndexManager.rpc_limit,0,0,1,0,1
AppDB.appscale.datastore.fdb.indexes.KindIterator.__init__,1,0,0,0,1
AppDB.appscale.datastore.fdb.indexes.KindIterator._populated,0,0,1,0,1
AppDB.appscale.datastore.fdb.indexes.KindIterator.next_page,0,0,1,0,1
AppDB.appscale.datastore.fdb.indexes.MergeJoinIterator.__init__,1,0,0,0,1
AppDB.appscale.datastore.fdb.indexes.MergeJoinIterator._usable,0,0,1,0,1
AppDB.appscale.datastore.fdb.indexes.NamespaceIterator.__init__,1,0,0,0,1
AppDB.appscale.datastore.fdb.indexes.PropertyIterator.__init__,1,0,0,0,1
AppDB.appscale.datastore.fdb.indexes.PropertyIterator._populated,0,0,1,0,1
AppDB.appscale.datastore.fdb.indexes.get_order_info,0,0,1,0,1
AppDB.appscale.datastore.fdb.indexes.get_scan_direction,0,0,1,0,1
AppDB.appscale.datastore.fdb.indexes.group_filters,0,0,1,0,1
AppDB.appscale.datastore.fdb.polling_lock.PollingLock._acquire_lease,0,0,1,0,1
AppDB.appscale.datastore.fdb.sdk.BaseCursor._AcquireCursorID,0,0,1,0,1
AppDB.appscale.datastore.fdb.sdk.BaseCursor.__init__,0,0,1,0,1
AppDB.appscale.datastore.fdb.sdk.Check,0,0,1,0,1
AppDB.appscale.datastore.fdb.sdk.IndexListForQuery,0,0,1,0,1
AppDB.appscale.datastore.fdb.sdk.ListCursor._DecodeCompiledCursor,0,0,1,0,1
AppDB.appscale.datastore.fdb.sdk._GuessOrders,0,0,1,0,1
AppDB.appscale.datastore.fdb.sdk.order_property_names,0,0,1,0,1
AppDB.appscale.datastore.fdb.sequential_ids.SequentialIDsNamespace.__init__,1,0,0,0,1
AppDB.appscale.datastore.fdb.sequential_ids.SequentialIDsNamespace.decode_value,0,0,1,0,1
AppDB.appscale.datastore.fdb.sequential_ids.SequentialIDsNamespace.directory_path,0,0,1,0,1
AppDB.appscale.datastore.fdb.sequential_ids.SequentialIDsNamespace.encode_key,0,0,1,0,1
AppDB.appscale.datastore.fdb.stats.buffer.ProjectStatsDir.__init__,1,0,0,0,1
AppDB.appscale.datastore.fdb.stats.buffer.ProjectStatsDir.directory_path,0,0,1,0,1
AppDB.appscale.datastore.fdb.stats.buffer.StatsBuffer._flush,0,0,1,0,1
AppDB.appscale.datastore.fdb.stats.buffer.StatsBuffer._project_stats_dir,0,0,1,0,1
AppDB.appscale.datastore.fdb.stats.containers.CompositeStats.__init__,1,0,0,0,1
AppDB.appscale.datastore.fdb.stats.containers.CompositeStats.apply,0,0,1,0,1
AppDB.appscale.datastore.fdb.stats.containers.CompositeStats.update,0,0,1,0,1
AppDB.appscale.datastore.fdb.stats.containers.CompositeStats.update_from_kv,0,0,1,0,1
AppDB.appscale.datastore.fdb.stats.containers.CountBytes.__init__,1,0,0,0,1
AppDB.appscale.datastore.fdb.stats.containers.EntityStats.__init__,1,0,0,0,1
AppDB.appscale.datastore.fdb.stats.containers.EntityStats.apply,0,0,1,0,1
AppDB.appscale.datastore.fdb.stats.containers.EntityStats.update,0,0,1,0,1
AppDB.appscale.datastore.fdb.stats.containers.EntityStats.update_builtins_from_kv,0,0,1,0,1
AppDB.appscale.datastore.fdb.stats.containers.EntityStats.update_entities_from_kv,0,0,1,0,1
AppDB.appscale.datastore.fdb.stats.containers.IndexStatsSummary._stored_length,0,0,1,0,1
AppDB.appscale.datastore.fdb.stats.containers.SinglePropStats.__init__,1,0,0,0,1
AppDB.appscale.datastore.fdb.stats.containers.SinglePropStats.apply,0,0,1,0,1
AppDB.appscale.datastore.fdb.stats.containers.SinglePropStats.update,0,0,1,0,1
AppDB.appscale.datastore.fdb.stats.containers.SinglePropStats.update_entity_props_from_kv,0,0,1,0,1
AppDB.appscale.datastore.fdb.stats.containers.SinglePropStats.update_index_props_from_kv,0,0,1,0,1
AppDB.appscale.datastore.fdb.stats.containers.create_apply_fields,0,0,1,0,1
AppDB.appscale.datastore.fdb.stats.containers.create_apply_props,0,0,1,0,1
AppDB.appscale.datastore.fdb.stats.containers.stats_prop_type,0,0,1,0,1
AppDB.appscale.datastore.fdb.stats.entities.fill_entity,0,0,1,0,1
AppDB.appscale.datastore.fdb.transactions.TransactionManager._tx_metadata,0,0,1,0,1
AppDB.appscale.datastore.fdb.transactions.TransactionMetadata.__init__,1,0,0,0,1
AppDB.appscale.datastore.fdb.transactions.TransactionMetadata._encode_chunks,0,0,1,0,1
AppDB.appscale.datastore.fdb.transactions.TransactionMetadata._encode_entity_len,0,0,1,0,1
AppDB.appscale.datastore.fdb.transactions.TransactionMetadata._encode_keys,0,0,1,0,1
AppDB.appscale.datastore.fdb.transactions.TransactionMetadata._txid_prefix,0,0,1,0,1
AppDB.appscale.datastore.fdb.transactions.TransactionMetadata._unpack_entities,0,0,1,0,1
AppDB.appscale.datastore.fdb.transactions.TransactionMetadata._unpack_keys,0,0,1,0,1
AppDB.appscale.datastore.fdb.transactions.TransactionMetadata.directory_path,0,0,1,0,1
AppDB.appscale.datastore.fdb.utils.ResultIterator.next_page,0,0,1,0,1
AppDB.appscale.datastore.fdb.utils.ReverseBitsInt64,0,0,1,0,1
AppDB.appscale.datastore.fdb.utils.TornadoFDB._handle_fdb_result,0,0,1,0,1
AppDB.appscale.datastore.scripts.blobstore.Application.__init__,1,0,0,0,1
AppDB.appscale.datastore.scripts.blobstore.MultiPartForm.__init__,1,0,0,0,1
AppDB.appscale.datastore.scripts.blobstore.MultiPartForm.add_field,0,0,1,0,1
AppDB.appscale.datastore.scripts.blobstore.MultiPartForm.add_file,0,0,1,0,1
AppDB.appscale.datastore.scripts.blobstore.get_session,0,0,1,0,1
AppDB.appscale.datastore.scripts.blobstore.register_location,0,0,1,0,1
AppDB.appscale.datastore.scripts.blobstore.setup_env,0,0,1,0,1
AppDB.appscale.datastore.scripts.blobstore.split_content_type,0,0,1,0,1
AppDB.appscale.datastore.scripts.datastore.MainHandler.add_actions_request,0,0,1,0,1
AppDB.appscale.datastore.scripts.datastore.MainHandler.allocate_ids_request,0,0,1,0,1
AppDB.appscale.datastore.scripts.datastore.MainHandler.begin_transaction_request,0,0,1,0,1
AppDB.appscale.datastore.scripts.datastore.MainHandler.commit_transaction_request,0,0,1,0,1
AppDB.appscale.datastore.scripts.datastore.MainHandler.create_index_request,0,0,1,0,1
AppDB.appscale.datastore.scripts.datastore.MainHandler.delete_index_request,0,0,1,0,1
AppDB.appscale.datastore.scripts.datastore.MainHandler.delete_request,0,0,1,0,1
AppDB.appscale.datastore.scripts.datastore.MainHandler.get_indices_request,0,0,1,0,1
AppDB.appscale.datastore.scripts.datastore.MainHandler.get_request,0,0,1,0,1
AppDB.appscale.datastore.scripts.datastore.MainHandler.put_request,0,0,1,0,1
AppDB.appscale.datastore.scripts.datastore.MainHandler.remote_request,0,0,1,0,1
AppDB.appscale.datastore.scripts.datastore.MainHandler.rollback_transaction_request,0,0,1,0,1
AppDB.appscale.datastore.scripts.datastore.MainHandler.run_query,0,0,1,0,1
